room	dayid	speaker	utterance
room_01	1	[SPK--TEXTCHAT01]	こんばんは、よろしくお願いします！
room_01	1	[SPK--TEXTCHAT02]	初めまして。これからよろしくお願いします！
room_01	1	[SPK--TEXTCHAT01]	[SPK--TEXTCHAT02]さんとお呼びしてもよろしいでしょうか？
room_01	1	[SPK--TEXTCHAT01]	わたしは「[SPK--TEXTCHAT01]」でもなんでも大丈夫です！
room_01	1	[SPK--TEXTCHAT02]	はい！[SPK--TEXTCHAT02]でお願いします。
room_01	1	[SPK--TEXTCHAT02]	いきなりですが、簡単に自己紹介させていただいてよろしいですか？
room_01	1	[SPK--TEXTCHAT01]	はい！是非お願いします
room_01	1	[SPK--TEXTCHAT02]	"[SPK--TEXTCHAT02]と申します。
今学生でして、来年から社会人になります！
埼玉出身です。
うさぎを飼ってて溺愛してます。
簡単な自己紹介にはなりますが、これからよろしくお願いします！"
room_01	1	[SPK--TEXTCHAT01]	"[SPK--TEXTCHAT01]です。
私も学生です！出身は色々あってイギリスです()
好きなことは歌うことと音楽を聴くことです！
よろしくお願いします。"
room_01	1	[SPK--TEXTCHAT01]	うさぎ飼ってるんですね！動物って愛くるしくて癒されますよね…
room_01	1	[SPK--TEXTCHAT02]	"イギリスなんですか？！
気になりますが聞かないでおきます"
room_01	1	[SPK--TEXTCHAT02]	私もカラオケでよく歌います！
room_01	1	[SPK--TEXTCHAT02]	音楽は何聴くんですか？
room_01	1	[SPK--TEXTCHAT01]	"親の仕事上でイギリスで生まれただけです笑
カラオケいいですね！
ヨルシカが一番よく聞きますね。"
room_01	1	[SPK--TEXTCHAT02]	"あ、そうなんですね笑
聞いちゃいけないやつかと笑"
room_01	1	[SPK--TEXTCHAT02]	"ヨルシカいいですよね！
私もよく聴きます"
room_01	1	[SPK--TEXTCHAT02]	八月、某、月明かりがすごい好きです
room_01	1	[SPK--TEXTCHAT01]	"全然です！ごめんなさい含み持たせてしまって笑
私も好きです！！
八月と憂一乗がすごいすきで散歩しながら聞くのが最近のマイブームです…"
room_01	2	[SPK--TEXTCHAT02]	"おはようございます！
散歩とヨルシカは最高にエモいですね..."
room_01	2	[SPK--TEXTCHAT01]	"おはようございます?
MVを見るより、本当の空とか風景を見ながら聞くとすごくエモいですね…
ぜひやってみてください！"
room_01	2	[SPK--TEXTCHAT02]	憂一乗聞きながら景色見てみてみます
room_01	2	[SPK--TEXTCHAT02]	今学校はいってますか？
room_01	2	[SPK--TEXTCHAT01]	"夜空が湖の底に見えてすごくグッときますよ…
オンラインなので行ってないですね"
room_01	2	[SPK--TEXTCHAT02]	近くに湖があるんですか？
room_01	2	[SPK--TEXTCHAT02]	やっぱそうですよねえ
room_01	2	[SPK--TEXTCHAT01]	"あ、違くて笑
憂一乗の歌詞に「湖の底にいるみたいだ」ってのがあるので笑
たまに行くことありますけど、いちいち書類出さないと行けないのが面倒なんですよね…"
room_01	2	[SPK--TEXTCHAT02]	"あ、そういうことですね笑
てっきり湖のある自然豊かなところに暮らしているのかと笑"
room_01	2	[SPK--TEXTCHAT02]	書類もオンラインにしてくれればいいですねぇ
room_01	2	[SPK--TEXTCHAT02]	なに勉強されてるんですか？
room_01	3	[SPK--TEXTCHAT01]	"将来は湖とか海の見える場所でゆったりと過ごしたいですね！
わかります…
私は音楽を勉強してますよ?"
room_01	3	[SPK--TEXTCHAT02]	音楽ですか！！
room_01	3	[SPK--TEXTCHAT02]	それは音大生ということですか？
room_01	3	[SPK--TEXTCHAT01]	そうです！
room_01	3	[SPK--TEXTCHAT02]	"かっこいいですね！
私の姉も音大に行ってましたが、すごい憧れがあります"
room_01	3	[SPK--TEXTCHAT02]	作曲とかですか？
room_01	3	[SPK--TEXTCHAT01]	そうなんですね！自分は歌の方ですね！
room_01	3	[SPK--TEXTCHAT02]	歌上手いの羨ましいです
room_01	3	[SPK--TEXTCHAT02]	カラオケ行っても80点しかだせないので、、笑
room_01	4	[SPK--TEXTCHAT01]	カラオケと歌が上手いは比例しないので大丈夫ですよ！
room_01	4	[SPK--TEXTCHAT01]	人が聞いて心地よい歌い方ができてればそれでいいと思います！
room_01	4	[SPK--TEXTCHAT02]	"そうですよね..！！魂で歌います！
愚問かもしれないですが、ちなみにカラオケで何点ですか？"
room_01	4	[SPK--TEXTCHAT01]	魂！笑笑
room_01	4	[SPK--TEXTCHAT01]	曲にもよりますけれどいい時は98点とかですかね…
room_01	4	[SPK--TEXTCHAT02]	す、すごい、、
room_01	4	[SPK--TEXTCHAT02]	生まれ変わったら歌上手い人間になりたい、、
room_01	4	[SPK--TEXTCHAT01]	歌は誰でも上手くなれるので諦めないでください！
room_01	4	[SPK--TEXTCHAT01]	わたしは全然上手くなかったけど高校の頃頑張ってやってきてたので！
room_01	5	[SPK--TEXTCHAT02]	上手くなるになにを頑張ればいいんですか？
room_01	5	[SPK--TEXTCHAT01]	そうですね…
room_01	5	[SPK--TEXTCHAT01]	例えば1番苦手とすることってなんですか？
room_01	5	[SPK--TEXTCHAT01]	音程をとるのが苦手とか
room_01	5	[SPK--TEXTCHAT01]	リズムが難しいとか
room_01	5	[SPK--TEXTCHAT02]	音程は取れるんですが、音域が狭くて少し高い音になるだけで歌うのが苦しいです、、
room_01	5	[SPK--TEXTCHAT01]	ふむふむ
room_01	5	[SPK--TEXTCHAT01]	音域が狭いことは努力でどうにか出来ますのでいくつか紹介しますね！
room_01	5	[SPK--TEXTCHAT01]	"高い音は何度も何度も挑戦して失敗することで体が感覚を掴むようになります。
なのでまず、挑戦することを辞めないことが大事だと思います。"
room_01	5	[SPK--TEXTCHAT01]	"あとは姿勢が結構大事かもですね、
高い音を出す時に顎が前に出たり、首が前に出たり、喉にすごい力が入ったり、肩に力が入ったり、膝を曲げちゃったりとか当てはまるものがあれば改善の余地ありですれ"
room_01	5	[SPK--TEXTCHAT02]	"なるほど?
姿勢はあまり気にしたことなかったですね
参考になりますありがとうございます！！"
room_01	5	[SPK--TEXTCHAT02]	今日もカラオケいったんですが平均点を超えられずでした、、笑
room_01	5	[SPK--TEXTCHAT02]	頑張って練習します
room_01	6	[SPK--TEXTCHAT01]	カラオケは音程とリズムが正確だとある程度は取れるので
room_01	6	[SPK--TEXTCHAT01]	まずはリズムと音程をしっかりとることですね！
room_01	6	[SPK--TEXTCHAT01]	自分の声を録音して本家と聴き比べて違うところを見つけるのが1番良いかと……！
room_01	7	[SPK--TEXTCHAT02]	録音して聴いてみます
room_01	7	[SPK--TEXTCHAT02]	[SPK--TEXTCHAT01]さんは音大でどんなジャンルを歌いっているんですか？
room_01	7	[SPK--TEXTCHAT01]	大学ではオペラとかミュージカル系統ですけど
room_01	7	[SPK--TEXTCHAT01]	外部だと普通にポップスやボカロ歌ってますよ
room_01	7	[SPK--TEXTCHAT02]	オペラカッコいいですね！聴いてみたいです
room_01	7	[SPK--TEXTCHAT01]	1度舞台の見に行ってみてはどうでしょうか？
room_01	7	[SPK--TEXTCHAT01]	わたしはオペラみると寝ちゃう人なのでおすすめと言えるのがないのですが…笑
room_01	7	[SPK--TEXTCHAT02]	オペラを歌う方でも寝ちゃうんですね笑
room_01	7	[SPK--TEXTCHAT02]	けど私もオペラは見に行ったことないですが、クラシックとか聴きに行くとすぐに寝ちゃうんで気持ちすごいんわかります
room_01	7	[SPK--TEXTCHAT01]	f/1ゆらぎっていうのがあって
room_01	7	[SPK--TEXTCHAT01]	いわゆる、聞いているとリラックスできる曲とかにあるらしいんですけど
room_01	7	[SPK--TEXTCHAT01]	クラシックは大体そうらしいので眠くなるのは仕方ないらしいです！
room_01	7	[SPK--TEXTCHAT02]	"ゆらぎですか
だからあんなに心地よい眠りにつけるんですね?"
room_01	8	[SPK--TEXTCHAT01]	ASMRとか自然の音もそうらしいですね
room_01	8	[SPK--TEXTCHAT01]	歌手だと宇多田ヒカルとか嵐の大野さん、ひげだんの藤原さんとかだそうです！
room_01	8	[SPK--TEXTCHAT02]	たしかにどのアーティストさんも心地よい歌声してますわ
room_01	8	[SPK--TEXTCHAT02]	音の理論とか興味あるのでぜひもっと教えてほしいです！
room_01	8	[SPK--TEXTCHAT02]	実は今年の春から電子ピアノを作る会社に就職することになってまして、どうしたら良い音や歌が生まれるのかはこれから勉強する必要があるんです
room_01	8	[SPK--TEXTCHAT01]	ぜひ是非！私で教えられることがあれば…！
room_01	8	[SPK--TEXTCHAT01]	良い音っていうのは音質でしょうか？それとも音程のことでしょうか？
room_01	8	[SPK--TEXTCHAT02]	"音質ですね！
理論的にどういう音の発声や音質が良いのかって授業でやるんですか？"
room_01	8	[SPK--TEXTCHAT01]	"私が学業で学んでいるのはクラシックの声楽で、声楽は基本的にベルカント唱法が基本になります。
腹式呼吸で正しい姿勢と発声というのが決まっていてそのやり方が体に喉に負担の少ない歌い方として教えられますね。"
room_01	8	[SPK--TEXTCHAT01]	個人的な見解だと、正しい発声だとしても聞く方には正しくない歌い方でも好きになる歌声はあると思ってます。
room_01	8	[SPK--TEXTCHAT02]	ベルカント唱法ですか。初めて聞きました。
room_01	8	[SPK--TEXTCHAT02]	1/fゆらぎというのは天性のものなんですか？
room_01	8	[SPK--TEXTCHAT02]	それともやろうと思えばできるものなのでしょうか
room_01	8	[SPK--TEXTCHAT01]	私もベルカント唱法についてはまだまだ勉強不足です…
room_01	8	[SPK--TEXTCHAT01]	1/fゆらぎは声の場合は天性のものですね
room_01	8	[SPK--TEXTCHAT01]	多少音程の高低差を調整すればそれに近しいところまでは出来るそうです！
room_01	9	[SPK--TEXTCHAT02]	人ができるのは天性として、機械などでゆらぎを出すのはできるんですかね
room_01	9	[SPK--TEXTCHAT02]	音程の高低差も重要なんですね
room_01	9	[SPK--TEXTCHAT01]	機械の出す音色と音程によるとは思います。
room_01	9	[SPK--TEXTCHAT01]	"実際、落ち着く音程が定義されていたとしても発せられる音色が不快だとリラックスは出来ないと思いますし、
ヴァイオリンの綺麗な音色だとしても高音域の連続的な演奏だと快楽より恐怖の印象をつけやすいですからね"
room_01	9	[SPK--TEXTCHAT02]	音色と音程の両方が必要ということですね
room_01	9	[SPK--TEXTCHAT02]	[SPK--TEXTCHAT01]さんが音楽に目覚めたのはいつからだったんですか？
room_01	9	[SPK--TEXTCHAT01]	だと思います、声質は良くても高い声って大きくてびっくりしますし、低い声は怪しげな雰囲気があったりしますからね
room_01	9	[SPK--TEXTCHAT01]	目覚めたというとあれですけど、ほんとに些細なもので
room_01	9	[SPK--TEXTCHAT01]	高校進学を考えてた時に音楽の先生に薦められた高校が音楽に強いところでその流れで触れていく中で好きになった感じですかね、、
room_01	9	[SPK--TEXTCHAT01]	高校以前は普通に音楽を聞いてたアウトドアな人でした笑
room_01	9	[SPK--TEXTCHAT02]	音楽の先生に薦められたのがターニングポイントとは珍しいですね！
room_01	9	[SPK--TEXTCHAT02]	アウトドアっていうのはキャンプでも行っててんですか？笑
room_01	10	[SPK--TEXTCHAT01]	不純な動機ですよね笑笑
room_01	10	[SPK--TEXTCHAT01]	キャンプもしてましたしスポーツもいろいろやってましたね！
room_01	10	[SPK--TEXTCHAT02]	音楽の始まりに不純なものはないですよ！
room_01	10	[SPK--TEXTCHAT02]	それはもう完全にアウトドアですね
room_01	10	[SPK--TEXTCHAT02]	スポーツはなにしてたんですか？
room_01	10	[SPK--TEXTCHAT01]	スポーツはサッカーとテコンドーとテニスしてましたね
room_01	10	[SPK--TEXTCHAT01]	放課後も運動してましたね！
room_01	11	[SPK--TEXTCHAT02]	多才ですね！
room_01	11	[SPK--TEXTCHAT02]	その組み合わせをやってる人は初めて聞きました笑
room_01	11	[SPK--TEXTCHAT01]	親に習わされた感じですね笑
room_01	11	[SPK--TEXTCHAT01]	バスケとかバレーとかは遊びや体育でやってましたね
room_01	11	[SPK--TEXTCHAT01]	今じゃ体力なくて全然できないかもですけど、、、
room_01	11	[SPK--TEXTCHAT02]	大学入ると体力一瞬で落ちますよね、、
room_01	12	[SPK--TEXTCHAT01]	運動しなくなりますからね、、
room_01	12	[SPK--TEXTCHAT02]	運動してなかったせいか最近5キロ太りました、、
room_01	12	[SPK--TEXTCHAT02]	カロリーとか気にせず生きてきたんですが最近気になるお年頃になってきました
room_01	12	[SPK--TEXTCHAT01]	わたしはその逆ですね、、、
room_01	12	[SPK--TEXTCHAT01]	物凄く体重減りました…
room_01	12	[SPK--TEXTCHAT02]	ほんとですか、、羨ましいです、、
room_01	12	[SPK--TEXTCHAT02]	家にいるからですかね、、？
room_01	13	[SPK--TEXTCHAT01]	胃が小さくなって食べる量が減ったんですよね
room_01	13	[SPK--TEXTCHAT02]	就活中はなぜか5キロ痩せたんですが、終わってラーメンばっか食べてたら太りました
room_01	13	[SPK--TEXTCHAT01]	ストレスのかかることをすると、やっぱり胃にものが入らなくなりますよね
room_01	13	[SPK--TEXTCHAT01]	ラーメンは太りますよね、でも美味しい…
room_01	13	[SPK--TEXTCHAT02]	そうみたいです
room_01	13	[SPK--TEXTCHAT02]	学校の近くにラーメン屋がいっぱいあってつい食べちゃうんですよねぇ
room_01	13	[SPK--TEXTCHAT01]	私の近くもいっぱいあって最初は沢山食べてたんですけど
room_01	13	[SPK--TEXTCHAT01]	胃が弱くなってラーメンあんまり食べなくなったんですよね…
room_01	13	[SPK--TEXTCHAT01]	ラーメンすごい好きなのに胃薬ない日は食べれない……。
room_01	14	[SPK--TEXTCHAT02]	胃薬ないとラーメン食べれないのは辛いですね、、
room_01	14	[SPK--TEXTCHAT02]	私も昔は胃腸が弱くてなにか食べるとすぐお腹壊してたんですけど、最近強くなったみたいでその結果太りました
room_01	14	[SPK--TEXTCHAT02]	胃腸の強さと体重は比例するみたいですね、、
room_01	14	[SPK--TEXTCHAT01]	胃薬あってもお腹は痛いんですけどね笑
room_01	14	[SPK--TEXTCHAT01]	強くなれるのは羨ましい限りです……。
room_01	14	[SPK--TEXTCHAT01]	あとは野菜生活になったのもありますね
room_01	14	[SPK--TEXTCHAT02]	野菜生活美味しいですよね！
room_01	14	[SPK--TEXTCHAT02]	マンゴーのやつと紫のやつが好きです
room_01	14	[SPK--TEXTCHAT02]	飲み物も優しい、、
room_01	15	[SPK--TEXTCHAT01]	"野菜生活と豆乳ならよく買います笑
マンゴーの美味しいですよね、、、
昔は全然そういったもの自分からは買って飲ま無かったんですけど笑"
room_01	15	[SPK--TEXTCHAT02]	豆乳はまだ好きになれない、、
room_01	15	[SPK--TEXTCHAT02]	歳をとるにつれ食べるものも変わってきますよね
room_01	15	[SPK--TEXTCHAT01]	牛乳が好きで豆乳は好きじゃなかったのですが、胃の調子の変化に伴って牛乳がダメになって豆乳が好きになりましたね
room_01	15	[SPK--TEXTCHAT01]	幼い頃から好きな物はサーモンですね笑
room_01	16	[SPK--TEXTCHAT02]	牛乳がダメで豆乳が好きとは珍しいですね
room_01	16	[SPK--TEXTCHAT02]	サーモンですか！
room_01	16	[SPK--TEXTCHAT02]	私はサーモンよりマグロ派です笑
room_01	16	[SPK--TEXTCHAT01]	味は好きなんですけどお腹壊しちゃうんですよね?
room_01	16	[SPK--TEXTCHAT01]	マグロは昔血の気の多い刺身を食べてからあんまり食べなくなったんですよね…
room_01	16	[SPK--TEXTCHAT01]	サーモン、エビ、あとは貝類とか大好きですね
room_01	16	[SPK--TEXTCHAT02]	たしかにマグロは当たり外れ大きいですよねぇ
room_01	16	[SPK--TEXTCHAT02]	サーモンエビあたりは当たり外れほぼないですよね
room_01	16	[SPK--TEXTCHAT02]	貝類はホタテと牡蠣は大好きです！
room_01	16	[SPK--TEXTCHAT02]	お寿司屋だと滅多に貝類は頼みませんが、、
room_01	16	[SPK--TEXTCHAT01]	美味しいマグロはとことこん美味しいですけどね、、、
room_01	16	[SPK--TEXTCHAT01]	自分も寿司屋さんとなるとサーモン、サーモン、サーモン！って感じになりますね笑
room_01	17	[SPK--TEXTCHAT02]	"大トロ中トロが大好きです、、
ずっと食べてられます"
room_01	17	[SPK--TEXTCHAT02]	サーモン大好きなんですね笑
room_01	17	[SPK--TEXTCHAT02]	サーモンの中だと炙りとろサーモンが好きです
room_01	17	[SPK--TEXTCHAT01]	中トロ美味しいですよね！
room_01	17	[SPK--TEXTCHAT01]	大トロはなかなか食べたことないので分からないですが名前からして美味しそうですね…
room_01	17	[SPK--TEXTCHAT01]	わかります！炙りは脂の多いサーモンをくどくなくしてくれるので最高の組み合わせですね！！
room_01	17	[SPK--TEXTCHAT02]	大トロは美味しいんですが一瞬で溶けてなくなってしまうので、中トロのほうがしっかり味わえて好きですね
room_01	17	[SPK--TEXTCHAT02]	そうなんですよ！ふつうのとろサーモンは結構脂っこいのが多くて食べててしんどくなる時があるので炙りがいいんですよね
room_01	17	[SPK--TEXTCHAT01]	"そんなにトロトロなんですね！
機会があれば食べてみます?
お肉の脂身に比べたら魚の油は健康的だしくどくないので全然いけちゃうんですけどね笑"
room_01	18	[SPK--TEXTCHAT02]	"ぜひ食べてください！
たまに回転寿司とかで安く食べれます！"
room_01	18	[SPK--TEXTCHAT02]	もう終わっちゃいましたが、この前スシローで大トロ100円セールやってました
room_01	18	[SPK--TEXTCHAT02]	お肉より魚派ですか？
room_01	18	[SPK--TEXTCHAT01]	そうなんですね！スシローの鮪は回転寿司のクオリティじゃないと言われてますからね、、今度行ってみます
room_01	18	[SPK--TEXTCHAT01]	どちらかというと魚ですね、単純にお腹に刺激の少ない脂なので笑
room_01	19	[SPK--TEXTCHAT02]	お腹に優しいもの重視なんですね笑
room_01	19	[SPK--TEXTCHAT01]	そうですね、、1度体調崩してからはなるべくガッツリしたものは食べないようにと気を使ってます笑
room_01	19	[SPK--TEXTCHAT02]	それじゃあ食べ放題とかはいかないですか？
room_01	19	[SPK--TEXTCHAT01]	"自分からは行かないですね
友人から誘われたら行きますよ！"
room_01	19	[SPK--TEXTCHAT01]	でもたまに焼肉沢山食べたいとか思うことはあります笑
room_01	19	[SPK--TEXTCHAT02]	焼肉食べ放題なら私は無限にいけます笑
room_01	19	[SPK--TEXTCHAT02]	北海道のジンギスカン食べたことありますか？
room_01	19	[SPK--TEXTCHAT01]	無限笑
room_01	19	[SPK--TEXTCHAT01]	"カルビとか食べるともう胃が……
ジンギスカン食べたことありますよ！"
room_01	19	[SPK--TEXTCHAT02]	カルビはたしかに脂が多いかもしれないですね
room_01	19	[SPK--TEXTCHAT02]	タンが最高です！
room_01	19	[SPK--TEXTCHAT02]	レモンかけて食べるのがたまらんです
room_01	19	[SPK--TEXTCHAT02]	北海道のジンギスカンがすごい美味しかったんで是非おすすめしたいです
room_01	19	[SPK--TEXTCHAT02]	ただ脂多めなので[SPK--TEXTCHAT01]さんには厳しいかもしれないですが、、笑
room_01	19	[SPK--TEXTCHAT01]	"タンは美味しいですよね……お肉の話してきたらお腹すきました笑
そうなんですね！！
コロナが収まったら行って食べてみます！"
room_01	19	[SPK--TEXTCHAT02]	ぜひ焼肉食べ放題行ってください！笑
room_01	20	[SPK--TEXTCHAT01]	おすすめのお店とかありますか？？
room_01	20	[SPK--TEXTCHAT02]	安くて美味しい食べ放題から焼肉キングですかね！
room_01	20	[SPK--TEXTCHAT02]	あと食べ放題じゃなければ俺の焼肉もオススメです！
room_01	20	[SPK--TEXTCHAT02]	ディナーは高いですがランチなら1000円程度で食べれます！
room_01	20	[SPK--TEXTCHAT01]	"焼肉キングと俺の焼肉、、メモしておきます！
あ、俺の焼肉は食べたことあるかもです！"
room_01	20	[SPK--TEXTCHAT02]	"ほんとですか！
俺の系好きで俺のイタリアンとかも行きます"
room_01	20	[SPK--TEXTCHAT01]	俺のフレンチとか行ってみたいですね、、
room_01	20	[SPK--TEXTCHAT02]	フレンチはまだ行けてないです、、
room_01	20	[SPK--TEXTCHAT02]	フレンチ料理好きなんですか？
room_01	20	[SPK--TEXTCHAT01]	すごく幼い頃に親に連れてってもらったフレンチ料理が美味しくてまた食べたいなあって思ってますね……
room_01	20	[SPK--TEXTCHAT02]	忘れられない味なんですね...
room_01	20	[SPK--TEXTCHAT02]	私は記憶の限りまだ食べたことないのでフレンチすごい気になります
room_01	20	[SPK--TEXTCHAT02]	イメージは庶民には合わない味だと思ってます..笑
room_01	20	[SPK--TEXTCHAT01]	高い=美味しいってイメージあると思います
room_01	20	[SPK--TEXTCHAT01]	上品な味ってこういうことなんだなって感じる味ですかね…笑
room_01	21	[SPK--TEXTCHAT02]	上品な味知りたいです
room_01	21	[SPK--TEXTCHAT02]	もう春休みですか？
room_01	21	[SPK--TEXTCHAT01]	そうですね春休みですね！
room_01	21	[SPK--TEXTCHAT02]	いいですね！私も一昨日から春休みになりました！
room_01	21	[SPK--TEXTCHAT02]	春休みは何してるんですか？
room_01	21	[SPK--TEXTCHAT01]	春休みは基本音楽活動してます！
room_01	21	[SPK--TEXTCHAT01]	なにかされる予定とかあるんですか？
room_01	21	[SPK--TEXTCHAT02]	音楽活動！！演奏会とかですか？
room_01	21	[SPK--TEXTCHAT02]	緊急事態解除されたら国内の卒業旅行に行きたいと思ってはいるんですけど、厳しそうですよね、、
room_01	21	[SPK--TEXTCHAT01]	"SNS上での活動ですね~
今年は卒業旅行厳しそうですよね、、、結構話題になってましたしね"
room_01	21	[SPK--TEXTCHAT02]	SNSに演奏を配信するんですか？
room_01	21	[SPK--TEXTCHAT02]	卒業旅行行けないのはほんとに悲しいです、、
room_01	21	[SPK--TEXTCHAT02]	卒業式すらもなさそうですからね?
room_13	1	[SPK--TEXTCHAT10]	初めまして！[SPK--TEXTCHAT10]と申します。これからよろしくお願いいたします。
room_13	1	[SPK--TEXTCHAT09]	はじめまして！[SPK--TEXTCHAT09]です！よろしくお願いします！
room_13	1	[SPK--TEXTCHAT10]	[SPK--TEXTCHAT09]さん！よろしくお願いしますー。
room_13	1	[SPK--TEXTCHAT10]	今日はお休みですか？
room_13	1	[SPK--TEXTCHAT09]	"今日は休みです?
[SPK--TEXTCHAT10]さんもお休みですか?？"
room_13	1	[SPK--TEXTCHAT10]	そうなんですね！私も休みです。
room_13	1	[SPK--TEXTCHAT10]	とは言っても、自分で決める感じなのですが・・。
room_13	1	[SPK--TEXTCHAT09]	なるほど！でも平日休みなんかいいですよねえ
room_13	1	[SPK--TEXTCHAT09]	ただ寒すぎて外に出る気がしません…
room_13	1	[SPK--TEXTCHAT10]	そうですよねー、ご時世的にもできるだけ外には出たくないですよね。
room_13	1	[SPK--TEXTCHAT10]	[SPK--TEXTCHAT09]さんはお家時間はなにかされていますか？
room_13	1	[SPK--TEXTCHAT09]	"どんどん感染者数増えて怖いですよね…
家にいるときはもっぱらNetflixでドラマとかアニメ見てますね！[SPK--TEXTCHAT10]さんはどうですか？"
room_13	1	[SPK--TEXTCHAT10]	怖いですねー。ドラマ、アニメいいですね！私も結構好きなので沢山お話しできそうです。
room_13	1	[SPK--TEXTCHAT09]	いいですね！！見てるやつが同じだったら語れますね！　最近は何見てますか？
